💰 資本: NT$30000.00 | 持倉: 0 | 勝率: --% | PnL: NT$0.00
💰 資本: NT$30000.00 | 未實現: NT$-36.02 | 持倉: 1 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.6h
💰 資本: NT$30000.00 | 未實現: NT$-21.65 | 持倉: 2 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.5h
💰 資本: NT$30000.00 | 未實現: NT$-17.74 | 持倉: 2 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.4h
💰 資本: NT$30000.00 | 未實現: NT$-17.74 | 持倉: 2 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.4h
/Users/kid/.openclaw/workspace/trading/crypto_sim_engine_v2.js:49
  startTime: '2026-03-28T15:44:00+08:00',
  ^^^^^^^^^

SyntaxError: Unexpected identifier 'startTime'
    at wrapSafe (node:internal/modules/cjs/loader:1637:18)
    at Module._compile (node:internal/modules/cjs/loader:1679:20)
    at Object..js (node:internal/modules/cjs/loader:1838:10)
    at Module.load (node:internal/modules/cjs/loader:1441:32)
    at Function._load (node:internal/modules/cjs/loader:1263:12)
    at TracingChannel.traceSync (node:diagnostics_channel:328:14)
    at wrapModuleLoad (node:internal/modules/cjs/loader:237:24)
    at Function.executeUserEntryPoint [as runMain] (node:internal/modules/run_main:171:5)
    at node:internal/main/run_main_module:36:49

Node.js v22.22.2
💰 資本: NT$30000.00 | 未實現: NT$-29.21 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.3h
💰 資本: NT$30000.00 | 未實現: NT$-26.25 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.3h
💰 資本: NT$30000.00 | 未實現: NT$-7.33 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.2h
💰 資本: NT$30000.00 | 未實現: NT$-2.92 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.2h
💰 資本: NT$30000.00 | 未實現: NT$4.81 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.2h
💰 資本: NT$30000.00 | 未實現: NT$16.98 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.1h
💰 資本: NT$30000.00 | 未實現: NT$22.02 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.1h
💰 資本: NT$30000.00 | 未實現: NT$26.89 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.1h
💰 資本: NT$30000.00 | 未實現: NT$27.10 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.0h
💰 資本: NT$30000.00 | 未實現: NT$27.35 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.0h
💰 資本: NT$30000.00 | 未實現: NT$27.52 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 47.0h
💰 資本: NT$30000.00 | 未實現: NT$27.42 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.9h
💰 資本: NT$30000.00 | 未實現: NT$27.42 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.9h
💰 資本: NT$30000.00 | 未實現: NT$27.91 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.9h
💰 資本: NT$30000.00 | 未實現: NT$68.13 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.8h
💰 資本: NT$30000.00 | 未實現: NT$78.06 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.8h
💰 資本: NT$30000.00 | 未實現: NT$82.47 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.8h
💰 資本: NT$30000.00 | 未實現: NT$82.65 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.7h
💰 資本: NT$30000.00 | 未實現: NT$82.65 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.7h
💰 資本: NT$30000.00 | 未實現: NT$91.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.7h
💰 資本: NT$30000.00 | 未實現: NT$91.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.6h
💰 資本: NT$30000.00 | 未實現: NT$97.08 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.6h
💰 資本: NT$30000.00 | 未實現: NT$105.45 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.6h
💰 資本: NT$30000.00 | 未實現: NT$105.45 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.5h
💰 資本: NT$30000.00 | 未實現: NT$104.90 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.5h
💰 資本: NT$30000.00 | 未實現: NT$110.24 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.5h
💰 資本: NT$30000.00 | 未實現: NT$110.24 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.4h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.4h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.4h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.3h
💰 資本: NT$30000.00 | 未實現: NT$85.65 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.3h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.3h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.2h
💰 資本: NT$30000.00 | 未實現: NT$84.50 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.2h
💰 資本: NT$30000.00 | 未實現: NT$84.87 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.2h
💰 資本: NT$30000.00 | 未實現: NT$90.43 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.1h
💰 資本: NT$30000.00 | 未實現: NT$88.77 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.1h
💰 資本: NT$30000.00 | 未實現: NT$88.77 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.1h
💰 資本: NT$30000.00 | 未實現: NT$83.20 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.0h
💰 資本: NT$30000.00 | 未實現: NT$94.62 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.0h
💰 資本: NT$30000.00 | 未實現: NT$98.82 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 46.0h
💰 資本: NT$30000.00 | 未實現: NT$88.88 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.9h
💰 資本: NT$30000.00 | 未實現: NT$89.00 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.9h
💰 資本: NT$30000.00 | 未實現: NT$91.76 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.9h
💰 資本: NT$30000.00 | 未實現: NT$91.76 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.8h
💰 資本: NT$30000.00 | 未實現: NT$91.49 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.8h
💰 資本: NT$30000.00 | 未實現: NT$90.38 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.8h
💰 資本: NT$30000.00 | 未實現: NT$90.18 | 持倉: 3 | 勝率: --% | 報酬: 0.00% | 剩餘: 45.7h
📍 平倉 SELL ethtwd | TIME_EXIT | PnL: NT$50.49 (0.21%)
🚀 開倉 SELL btctwd @ 2128837 | 信心: 60% | 倉位: NT$30849 | 止損: 0.6% | 日線強勢空頭, 4H空頭, EMA8<21
💰 資本: NT$30050.49 | 未實現: NT$60.12 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.7h
💰 資本: NT$30050.49 | 未實現: NT$8.69 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.7h
💰 資本: NT$30050.49 | 未實現: NT$-31.65 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.6h
💰 資本: NT$30050.49 | 未實現: NT$-32.07 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.6h
💰 資本: NT$30050.49 | 未實現: NT$-32.77 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.6h
💰 資本: NT$30050.49 | 未實現: NT$-32.77 | 持倉: 3 | 勝率: 100.0% | 報酬: 0.17% | 剩餘: 45.5h
📍 平倉 SELL btctwd | TIME_EXIT | PnL: NT$5.01 (0.26%)
💰 資本: NT$30055.50 | 未實現: NT$-7.10 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.5h
💰 資本: NT$30055.50 | 未實現: NT$-12.11 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.5h
💰 資本: NT$30055.50 | 未實現: NT$-10.19 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.4h
💰 資本: NT$30055.50 | 未實現: NT$1.44 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.4h
💰 資本: NT$30055.50 | 未實現: NT$4.29 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.4h
💰 資本: NT$30055.50 | 未實現: NT$16.40 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.3h
💰 資本: NT$30055.50 | 未實現: NT$30.32 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.3h
💰 資本: NT$30055.50 | 未實現: NT$57.39 | 持倉: 2 | 勝率: 100.0% | 報酬: 0.19% | 剩餘: 45.3h
